02000US1 |1 |Northeast |B17001 |1 |Total: |53,147,002 |+/-8,533 |53,138,469 |53,155,535 |5,188
02000US4 |4 |West |B17013 |10 |2 people |68,609 |+/-5,287 |63,322 |73,896 |3,214
02000US4 |4 |West |B17013 |11 |3 to 4 people |62,394 |+/-4,517 |57,877 |66,911 |2,746
02000US4 |4 |West |B17013 |12 |5 to 6 people |19,166 |+/-2,821 |16,345 |21,987 |1,715
02000US4 |4 |West |B17013 |13 |7 or more people |4,626 |+/-1,316 |3,310 |5,942 |800
02000US4 |4 |West |B17013 |14 |Female householder, no husband present: |724,596 |+/-15,808 |708,788 |740,404 |9,610
02000US4 |4 |West |B17013 |15 |2 people |238,708 |+/-8,731 |229,977 |247,439 |5,308
02000US4 |4 |West |B17013 |16 |3 to 4 people |359,717 |+/-13,048 |346,669 |372,765 |7,932
02000US4 |4 |West |B17013 |17 |5 to 6 people |104,415 |+/-5,404 |99,011 |109,819 |3,285
02000US4 |4 |West |B17013 |18 |7 or more people |21,756 |+/-2,834 |18,922 |24,590 |1,723
02000US4 |4 |West |B17013 |19 |Income in the past 12 months at or above poverty level: |14,891,307 |+/-45,149 |14,846,158 |14,936,456 |27,446
02000US4 |4 |West |B17013 |20 |Married-couple family: |11,648,030 |+/-45,216 |11,602,814 |11,693,246 |27,487
02000US4 |4 |West |B17013 |21 |2 people |4,840,456 |+/-31,047 |4,809,409 |4,871,503 |18,873
02000US4 |4 |West |B17013 |22 |3 to 4 people |4,802,240 |+/-29,686 |4,772,554 |4,831,926 |18,046
02000US4 |4 |West |B17013 |23 |5 to 6 people |1,713,412 |+/-20,421 |1,692,991 |1,733,833 |12,414
02000US4 |4 |West |B17013 |24 |7 or more people |291,922 |+/-7,870 |284,052 |299,792 |4,784
02000US4 |4 |West |B17013 |25 |Other families: |3,243,277 |+/-26,029 |3,217,248 |3,269,306 |15,823
02000US4 |4 |West |B17013 |26 |Male householder, no wife present: |1,123,315 |+/-17,022 |1,106,293 |1,140,337 |10,348
02000US4 |4 |West |B17013 |27 |2 people |580,216 |+/-13,831 |566,385 |594,047 |8,408
02000US4 |4 |West |B17013 |28 |3 to 4 people |434,400 |+/-12,281 |422,119 |446,681 |7,466
02000US4 |4 |West |B17013 |29 |5 to 6 people |87,894 |+/-5,343 |82,551 |93,237 |3,248
02000US4 |4 |West |B17013 |30 |7 or more people |20,805 |+/-2,690 |18,115 |23,495 |1,636
02000US4 |4 |West |B17013 |31 |Female householder, no husband present: |2,119,962 |+/-20,480 |2,099,482 |2,140,442 |12,450
02000US4 |4 |West |B17013 |32 |2 people |1,057,065 |+/-16,706 |1,040,359 |1,073,771 |10,155
02000US4 |4 |West |B17013 |33 |3 to 4 people |866,793 |+/-15,385 |851,408 |882,178 |9,353
02000US4 |4 |West |B17013 |34 |5 to 6 people |159,225 |+/-5,997 |153,228 |165,222 |3,646
02000US4 |4 |West |B17013 |35 |7 or more people |36,879 |+/-3,127 |33,752 |40,006 |1,901
02000US4 |4 |West |B17014 |1 |Total: |16,421,961 |+/-45,727 |16,376,234 |16,467,688 |27,798
02000US4 |4 |West |B17014 |2 |Income in the past 12 months below poverty level: |1,530,654 |+/-23,417 |1,507,237 |1,554,071 |14,235
02000US4 |4 |West |B17014 |3 |Married-couple family: |651,263 |+/-13,796 |637,467 |665,059 |8,387
02000US4 |4 |West |B17014 |4 |No workers |153,810 |+/-5,981 |147,829 |159,791 |3,636
02000US4 |4 |West |B17014 |5 |1 worker |304,214 |+/-9,287 |294,927 |313,501 |5,645
02000US4 |4 |West |B17014 |6 |2 workers |167,256 |+/-7,853 |159,403 |175,109 |4,774
02000US4 |4 |West |B17014 |7 |3 or more workers |25,983 |+/-2,563 |23,420 |28,546 |1,558
02000US4 |4 |West |B17014 |8 |Other families: |879,391 |+/-17,811 |861,580 |897,202 |10,827
02000US4 |4 |West |B17014 |9 |Male householder, no wife present: |154,795 |+/-8,096 |146,699 |162,891 |4,922
02000US4 |4 |West |B17014 |10 |No workers |42,732 |+/-3,513 |39,219 |46,245 |2,136
02000US4 |4 |West |B17014 |11 |1 worker |90,664 |+/-5,990 |84,674 |96,654 |3,641
02000US4 |4 |West |B17014 |12 |2 workers |18,028 |+/-2,809 |15,219 |20,837 |1,708
02000US4 |4 |West |B17014 |13 |3 or more workers |3,371 |+/-937 |2,434 |4,308 |570
02000US4 |4 |West |B17014 |14 |Female householder, no husband present: |724,596 |+/-15,808 |708,788 |740,404 |9,610
02000US4 |4 |West |B17014 |15 |No workers |242,639 |+/-7,780 |234,859 |250,419 |4,729
02000US4 |4 |West |B17014 |16 |1 worker |408,393 |+/-12,677 |395,716 |421,070 |7,707
02000US4 |4 |West |B17014 |17 |2 workers |60,861 |+/-4,118 |56,743 |64,979 |2,503
02000US4 |4 |West |B17014 |18 |3 or more workers |12,703 |+/-2,104 |10,599 |14,807 |1,279
02000US4 |4 |West |B17014 |19 |Income in the past 12 months at or above poverty level: |14,891,307 |+/-45,149 |14,846,158 |14,936,456 |27,446
02000US4 |4 |West |B17014 |20 |Married-couple family: |11,648,030 |+/-45,216 |11,602,814 |11,693,246 |27,487
02000US4 |4 |West |B17014 |21 |No workers |1,336,496 |+/-12,480 |1,324,016 |1,348,976 |7,587
02000US4 |4 |West |B17014 |22 |1 worker |2,748,847 |+/-23,729 |2,725,118 |2,772,576 |14,425
02000US4 |4 |West |B17014 |23 |2 workers |5,897,498 |+/-33,334 |5,864,164 |5,930,832 |20,264
02000US4 |4 |West |B17014 |24 |3 or more workers |1,665,189 |+/-19,389 |1,645,800 |1,684,578 |11,787
02000US4 |4 |West |B17014 |25 |Other families: |3,243,277 |+/-26,029 |3,217,248 |3,269,306 |15,823
02000US4 |4 |West |B17014 |26 |Male householder, no wife present: |1,123,315 |+/-17,022 |1,106,293 |1,140,337 |10,348
02000US4 |4 |West |B17014 |27 |No workers |49,342 |+/-3,573 |45,769 |52,915 |2,172
02000US4 |4 |West |B17014 |28 |1 worker |574,996 |+/-11,305 |563,691 |586,301 |6,873
02000US4 |4 |West |B17014 |29 |2 workers |363,115 |+/-10,116 |352,999 |373,231 |6,150
02000US4 |4 |West |B17014 |30 |3 or more workers |135,862 |+/-6,269 |129,593 |142,131 |3,811
02000US4 |4 |West |B17014 |31 |Female householder, no husband present: |2,119,962 |+/-20,480 |2,099,482 |2,140,442 |12,450
02000US4 |4 |West |B17014 |32 |No workers |148,893 |+/-5,632 |143,261 |154,525 |3,423
02000US4 |4 |West |B17014 |33 |1 worker |1,125,914 |+/-16,540 |1,109,374 |1,142,454 |10,055
02000US4 |4 |West |B17014 |34 |2 workers |635,715 |+/-13,458 |622,257 |649,173 |8,181
02000US4 |4 |West |B17014 |35 |3 or more workers |209,440 |+/-8,451 |200,989 |217,891 |5,137
02000US4 |4 |West |B17015 |1 |Total: |16,421,961 |+/-45,727 |16,376,234 |16,467,688 |27,798
02000US4 |4 |West |B17015 |2 |Income in the past 12 months below poverty level: |1,530,654 |+/-23,417 |1,507,237 |1,554,071 |14,235
02000US4 |4 |West |B17015 |3 |Married-couple family: |651,263 |+/-13,796 |637,467 |665,059 |8,387
02000US4 |4 |West |B17015 |4 |With Social Security income in the past 12 months: |99,128 |+/-4,809 |94,319 |103,937 |2,923
02000US4 |4 |West |B17015 |5 |With SSI and/or cash public assistance income in the past 12 months |16,974 |+/-1,842 |15,132 |18,816 |1,120
02000US4 |4 |West |B17015 |6 |Without SSI or cash public assistance income in the past 12 months |82,154 |+/-4,024 |78,130 |86,178 |2,446
02000US4 |4 |West |B17015 |7 |Without Social Security income in the past 12 months: |552,135 |+/-12,669 |539,466 |564,804 |7,702
02000US4 |4 |West |B17015 |8 |With SSI and/or cash public assistance income in the past 12 months |75,888 |+/-4,951 |70,937 |80,839 |3,010
02000US4 |4 |West |B17015 |9 |Without SSI or cash public assistance income in the past 12 months |476,247 |+/-11,801 |464,446 |488,048 |7,174
02000US4 |4 |West |B17015 |10 |Other family: |879,391 |+/-17,811 |861,580 |897,202 |10,827
02000US4 |4 |West |B17015 |11 |Male householder, no wife present: |154,795 |+/-8,096 |146,699 |162,891 |4,922
02000US4 |4 |West |B17015 |12 |With Social Security income in the past 12 months: |20,237 |+/-2,482 |17,755 |22,719 |1,509
02000US4 |4 |West |B17015 |13 |With SSI and/or cash public assistance income in the past 12 months |4,385 |+/-1,121 |3,264 |5,506 |681
02000US4 |4 |West |B17015 |14 |Without SSI or cash public assistance income in the past 12 months |15,852 |+/-2,080 |13,772 |17,932 |1,265
02000US4 |4 |West |B17015 |15 |Without Social Security income in the past 12 months: |134,558 |+/-7,636 |126,922 |142,194 |4,642
02000US4 |4 |West |B17015 |16 |With SSI and/or cash public assistance income in the past 12 months |17,968 |+/-2,439 |15,529 |20,407 |1,483
02000US4 |4 |West |B17015 |17 |Without SSI or cash public assistance income in the past 12 months |116,590 |+/-6,888 |109,702 |123,478 |4,187
02000US4 |4 |West |B17015 |18 |Female householder, no husband present: |724,596 |+/-15,808 |708,788 |740,404 |9,610
02000US4 |4 |West |B17015 |19 |With Social Security income in the past 12 months: |70,864 |+/-4,420 |66,444 |75,284 |2,687
02000US4 |4 |West |B17015 |20 |With SSI and/or cash public assistance income in the past 12 months |19,813 |+/-2,278 |17,535 |22,091 |1,385
02000US4 |4 |West |B17015 |21 |Without SSI or cash public assistance income in the past 12 months |51,051 |+/-3,726 |47,325 |54,777 |2,265
02000US4 |4 |West |B17015 |22 |Without Social Security income in the past 12 months: |653,732 |+/-15,539 |638,193 |669,271 |9,446
02000US4 |4 |West |B17015 |23 |With SSI and/or cash public assistance income in the past 12 months |185,573 |+/-7,622 |177,951 |193,195 |4,633
02000US4 |4 |West |B17015 |24 |Without SSI or cash public assistance income in the past 12 months |468,159 |+/-12,905 |455,254 |481,064 |7,845
02000US4 |4 |West |B17015 |25 |Income in the past 12 months at or above poverty level: |14,891,307 |+/-45,149 |14,846,158 |14,936,456 |27,446
02000US4 |4 |West |B17015 |26 |Married-couple family: |11,648,030 |+/-45,216 |11,602,814 |11,693,246 |27,487
02000US4 |4 |West |B17015 |27 |With Social Security income in the past 12 months: |2,661,057 |+/-17,076 |2,643,981 |2,678,133 |10,380
02000US4 |4 |West |B17015 |28 |With SSI and/or cash public assistance income in the past 12 months |163,477 |+/-5,204 |158,273 |168,681 |3,163
02000US4 |4 |West |B17015 |29 |Without SSI or cash public assistance income in the past 12 months |2,497,580 |+/-17,652 |2,479,928 |2,515,232 |10,731
02000US4 |4 |West |B17015 |30 |Without Social Security income in the past 12 months: |8,986,973 |+/-41,557 |8,945,416 |9,028,530 |25,263
02000US4 |4 |West |B17015 |31 |With SSI and/or cash public assistance income in the past 12 months |265,900 |+/-6,857 |259,043 |272,757 |4,168
02000US4 |4 |West |B17015 |32 |Without SSI or cash public assistance income in the past 12 months |8,721,073 |+/-39,734 |8,681,339 |8,760,807 |24,154
02000US4 |4 |West |B17015 |33 |Other family: |3,243,277 |+/-26,029 |3,217,248 |3,269,306 |15,823
02000US4 |4 |West |B17015 |34 |Male householder, no wife present: |1,123,315 |+/-17,022 |1,106,293 |1,140,337 |10,348
02000US4 |4 |West |B17015 |35 |With Social Security income in the past 12 months: |192,743 |+/-6,768 |185,975 |199,511 |4,114
02000US4 |4 |West |B17015 |36 |With SSI and/or cash public assistance income in the past 12 months |30,287 |+/-2,617 |27,670 |32,904 |1,591
02000US4 |4 |West |B17015 |37 |Without SSI or cash public assistance income in the past 12 months |162,456 |+/-6,107 |156,349 |168,563 |3,712
02000US4 |4 |West |B17015 |38 |Without Social Security income in the past 12 months: |930,572 |+/-15,532 |915,040 |946,104 |9,442
02000US4 |4 |West |B17015 |39 |With SSI and/or cash public assistance income in the past 12 months |41,336 |+/-3,449 |37,887 |44,785 |2,096
02000US4 |4 |West |B17015 |40 |Without SSI or cash public assistance income in the past 12 months |889,236 |+/-14,877 |874,359 |904,113 |9,044
02000US4 |4 |West |B17015 |41 |Female householder, no husband present: |2,119,962 |+/-20,480 |2,099,482 |2,140,442 |12,450
02000US4 |4 |West |B17015 |42 |With Social Security income in the past 12 months: |503,192 |+/-10,817 |492,375 |514,009 |6,575
02000US4 |4 |West |B17015 |43 |With SSI and/or cash public assistance income in the past 12 months |90,364 |+/-3,978 |86,386 |94,342 |2,418
02000US4 |4 |West |B17015 |44 |Without SSI or cash public assistance income in the past 12 months |412,828 |+/-10,295 |402,533 |423,123 |6,258
02000US4 |4 |West |B17015 |45 |Without Social Security income in the past 12 months: |1,616,770 |+/-19,886 |1,596,884 |1,636,656 |12,089
02000US4 |4 |West |B17015 |46 |With SSI and/or cash public assistance income in the past 12 months |136,214 |+/-5,993 |130,221 |142,207 |3,643
02000US4 |4 |West |B17015 |47 |Without SSI or cash public assistance income in the past 12 months |1,480,556 |+/-18,663 |1,461,893 |1,499,219 |11,345
02000US4 |4 |West |B17016 |1 |Total: |16,421,961 |+/-45,727 |16,376,234 |16,467,688 |27,798
02000US4 |4 |West |B17016 |2 |Income in the past 12 months below poverty level: |1,530,654 |+/-23,417 |1,507,237 |1,554,071 |14,235
02000US4 |4 |West |B17016 |3 |Married-couple family: |651,263 |+/-13,796 |637,467 |665,059 |8,387
02000US4 |4 |West |B17016 |4 |Householder worked full-time, year-round in the past 12 months: |161,161 |+/-8,194 |152,967 |169,355 |4,981
02000US4 |4 |West |B17016 |5 |Spouse worked full-time, year-round in the past 12 months |11,853 |+/-1,892 |9,961 |13,745 |1,150
02000US4 |4 |West |B17016 |6 |Spouse worked part-time or part-year in the past 12 months |32,319 |+/-3,417 |28,902 |35,736 |2,077
02000US4 |4 |West |B17016 |7 |Spouse did not work in the past 12 months |116,989 |+/-7,118 |109,871 |124,107 |4,327
02000US4 |4 |West |B17016 |8 |Householder worked part-time or part-year in the past 12 months: |217,058 |+/-7,525 |209,533 |224,583 |4,575
02000US4 |4 |West |B17016 |9 |Spouse worked full-time, year-round in the past 12 months |20,778 |+/-2,531 |18,247 |23,309 |1,539
02000US4 |4 |West |B17016 |10 |Spouse worked part-time or part-year in the past 12 months |87,947 |+/-5,297 |82,650 |93,244 |3,220
02000US4 |4 |West |B17016 |11 |Spouse did not work in the past 12 months |108,333 |+/-5,387 |102,946 |113,720 |3,275
02000US4 |4 |West |B17016 |12 |Householder did not work in the past 12 months: |273,044 |+/-7,540 |265,504 |280,584 |4,583
02000US4 |4 |West |B17016 |13 |Spouse worked full-time, year-round in the past 12 months |47,869 |+/-3,403 |44,466 |51,272 |2,069
02000US4 |4 |West |B17016 |14 |Spouse worked part-time or part-year in the past 12 months |55,427 |+/-3,894 |51,533 |59,321 |2,367
02000US4 |4 |West |B17016 |15 |Spouse did not work in the past 12 months |169,748 |+/-6,636 |163,112 |176,384 |4,034
02000US4 |4 |West |B17016 |16 |Other family: |879,391 |+/-17,811 |861,580 |897,202 |10,827
02000US4 |4 |West |B17016 |17 |Male householder, no wife present: |154,795 |+/-8,096 |146,699 |162,891 |4,922
02000US4 |4 |West |B17016 |18 |Householder worked full-time, year-round in the past 12 months |33,626 |+/-3,513 |30,113 |37,139 |2,135
02000US4 |4 |West |B17016 |19 |Householder worked part-time or part-year in the past 12 months |68,327 |+/-4,856 |63,471 |73,183 |2,952
02000US4 |4 |West |B17016 |20 |Householder did not work in the past 12 months |52,842 |+/-4,078 |48,764 |56,920 |2,479
02000US4 |4 |West |B17016 |21 |Female householder, no husband present: |724,596 |+/-15,808 |708,788 |740,404 |9,610
02000US4 |4 |West |B17016 |22 |Householder worked full-time, year-round in the past 12 months |106,504 |+/-6,825 |99,679 |113,329 |4,149
02000US4 |4 |West |B17016 |23 |Householder worked part-time or part-year in the past 12 months |319,710 |+/-9,669 |310,041 |329,379 |5,878
02000US4 |4 |West |B17016 |24 |Householder did not work in the past 12 months |298,382 |+/-9,136 |289,246 |307,518 |5,554
02000US4 |4 |West |B17016 |25 |Income in the past 12 months at or above poverty level: |14,891,307 |+/-45,149 |14,846,158 |14,936,456 |27,446
02000US4 |4 |West |B17016 |26 |Married-couple family: |11,648,030 |+/-45,216 |11,602,814 |11,693,246 |27,487
02000US4 |4 |West |B17016 |27 |Householder worked full-time, year-round in the past 12 months: |6,242,448 |+/-40,052 |6,202,396 |6,282,500 |24,348
02000US4 |4 |West |B17016 |28 |Spouse worked full-time, year-round in the past 12 months |2,846,008 |+/-24,491 |2,821,517 |2,870,499 |14,888
02000US4 |4 |West |B17016 |29 |Spouse worked part-time or part-year in the past 12 months |1,830,384 |+/-17,945 |1,812,439 |1,848,329 |10,909
02000US4 |4 |West |B17016 |30 |Spouse did not work in the past 12 months |1,566,056 |+/-18,850 |1,547,206 |1,584,906 |11,459
02000US4 |4 |West |B17016 |31 |Householder worked part-time or part-year in the past 12 months: |2,843,401 |+/-25,405 |2,817,996 |2,868,806 |15,443
02000US4 |4 |West |B17016 |32 |Spouse worked full-time, year-round in the past 12 months |1,099,310 |+/-15,123 |1,084,187 |1,114,433 |9,193
02000US4 |4 |West |B17016 |33 |Spouse worked part-time or part-year in the past 12 months |1,112,060 |+/-14,720 |1,097,340 |1,126,780 |8,949
02000US4 |4 |West |B17016 |34 |Spouse did not work in the past 12 months |632,031 |+/-11,615 |620,416 |643,646 |7,061
02000US4 |4 |West |B17016 |35 |Householder did not work in the past 12 months: |2,562,181 |+/-18,178 |2,544,003 |2,580,359 |11,050
02000US4 |4 |West |B17016 |36 |Spouse worked full-time, year-round in the past 12 months |692,600 |+/-12,770 |679,830 |705,370 |7,763
02000US4 |4 |West |B17016 |37 |Spouse worked part-time or part-year in the past 12 months |371,585 |+/-9,266 |362,319 |380,851 |5,633
02000US4 |4 |West |B17016 |38 |Spouse did not work in the past 12 months |1,497,996 |+/-12,188 |1,485,808 |1,510,184 |7,409
02000US4 |4 |West |B17016 |39 |Other family: |3,243,277 |+/-26,029 |3,217,248 |3,269,306 |15,823
02000US4 |4 |West |B17016 |40 |Male householder, no wife present: |1,123,315 |+/-17,022 |1,106,293 |1,140,337 |10,348
02000US4 |4 |West |B17016 |41 |Householder worked full-time, year-round in the past 12 months |739,122 |+/-15,238 |723,884 |754,360 |9,264
02000US4 |4 |West |B17016 |42 |Householder worked part-time or part-year in the past 12 months |251,667 |+/-8,383 |243,284 |260,050 |5,096
02000US4 |4 |West |B17016 |43 |Householder did not work in the past 12 months |132,526 |+/-5,864 |126,662 |138,390 |3,565
02000US4 |4 |West |B17016 |44 |Female householder, no husband present: |2,119,962 |+/-20,480 |2,099,482 |2,140,442 |12,450
02000US4 |4 |West |B17016 |45 |Householder worked full-time, year-round in the past 12 months |1,130,247 |+/-17,063 |1,113,184 |1,147,310 |10,372
02000US4 |4 |West |B17016 |46 |Householder worked part-time or part-year in the past 12 months |568,415 |+/-11,905 |556,510 |580,320 |7,237
02000US4 |4 |West |B17016 |47 |Householder did not work in the past 12 months |421,300 |+/-8,886 |412,414 |430,186 |5,402
02000US4 |4 |West |B17017 |1 |Total: |24,412,227 |+/-31,600 |24,380,627 |24,443,827 |19,209
02000US4 |4 |West |B17017 |2 |Income in the past 12 months below poverty level: |2,843,082 |+/-28,736 |2,814,346 |2,871,818 |17,469
02000US4 |4 |West |B17017 |3 |Family households: |1,530,654 |+/-23,417 |1,507,237 |1,554,071 |14,235
02000US4 |4 |West |B17017 |4 |Married-couple family: |651,263 |+/-13,796 |637,467 |665,059 |8,387
02000US4 |4 |West |B17017 |5 |Householder under 25 years |36,866 |+/-3,140 |33,726 |40,006 |1,909
02000US4 |4 |West |B17017 |6 |Householder 25 to 44 years |343,489 |+/-10,004 |333,485 |353,493 |6,081
02000US4 |4 |West |B17017 |7 |Householder 45 to 64 years |195,022 |+/-7,090 |187,932 |202,112 |4,310
02000US4 |4 |West |B17017 |8 |Householder 65 years and over |75,886 |+/-4,108 |71,778 |79,994 |2,498
02000US4 |4 |West |B17017 |9 |Other family: |879,391 |+/-17,811 |861,580 |897,202 |10,827
02000US4 |4 |West |B17017 |10 |Male householder, no wife present: |154,795 |+/-8,096 |146,699 |162,891 |4,922
02000US4 |4 |West |B17017 |11 |Householder under 25 years |24,141 |+/-2,892 |21,249 |27,033 |1,758
02000US4 |4 |West |B17017 |12 |Householder 25 to 44 years |82,638 |+/-6,399 |76,239 |89,037 |3,890
02000US4 |4 |West |B17017 |13 |Householder 45 to 64 years |39,684 |+/-3,604 |36,080 |43,288 |2,191
02000US4 |4 |West |B17017 |14 |Householder 65 years and over |8,332 |+/-1,564 |6,768 |9,896 |951
02000US4 |4 |West |B17017 |15 |Female householder, no husband present: |724,596 |+/-15,808 |708,788 |740,404 |9,610
02000US4 |4 |West |B17017 |16 |Householder under 25 years |85,920 |+/-4,654 |81,266 |90,574 |2,829
02000US4 |4 |West |B17017 |17 |Householder 25 to 44 years |451,825 |+/-13,569 |438,256 |465,394 |8,249
02000US4 |4 |West |B17017 |18 |Householder 45 to 64 years |156,383 |+/-5,705 |150,678 |162,088 |3,468
02000US4 |4 |West |B17017 |19 |Householder 65 years and over |30,468 |+/-2,619 |27,849 |33,087 |1,592
02000US4 |4 |West |B17017 |20 |Nonfamily households: |1,312,428 |+/-20,269 |1,292,159 |1,332,697 |12,322
02000US4 |4 |West |B17017 |21 |Male householder: |561,685 |+/-11,664 |550,021 |573,349 |7,090
02000US4 |4 |West |B17017 |22 |Householder under 25 years |116,709 |+/-5,125 |111,584 |121,834 |3,115
02000US4 |4 |West |B17017 |23 |Householder 25 to 44 years |156,553 |+/-7,085 |149,468 |163,638 |4,307
02000US4 |4 |West |B17017 |24 |Householder 45 to 64 years |210,662 |+/-7,638 |203,024 |218,300 |4,643
02000US4 |4 |West |B17017 |25 |Householder 65 years and over |77,761 |+/-4,829 |72,932 |82,590 |2,936
02000US4 |4 |West |B17017 |26 |Female householder: |750,743 |+/-15,718 |735,025 |766,461 |9,555
02000US4 |4 |West |B17017 |27 |Householder under 25 years |128,229 |+/-5,095 |123,134 |133,324 |3,097
02000US4 |4 |West |B17017 |28 |Householder 25 to 44 years |131,850 |+/-5,612 |126,238 |137,462 |3,412
02000US4 |4 |West |B17017 |29 |Householder 45 to 64 years |253,615 |+/-8,258 |245,357 |261,873 |5,020
02000US4 |4 |West |B17017 |30 |Householder 65 years and over |237,049 |+/-8,318 |228,731 |245,367 |5,057
02000US4 |4 |West |B17017 |31 |Income in the past 12 months at or above poverty level: |21,569,145 |+/-42,174 |21,526,971 |21,611,319 |25,637
02000US4 |4 |West |B17017 |32 |Family households: |14,891,307 |+/-45,149 |14,846,158 |14,936,456 |27,446
02000US4 |4 |West |B17017 |33 |Married-couple family: |11,648,030 |+/-45,216 |11,602,814 |11,693,246 |27,487
02000US4 |4 |West |B17017 |34 |Householder under 25 years |238,745 |+/-6,941 |231,804 |245,686 |4,219
02000US4 |4 |West |B17017 |35 |Householder 25 to 44 years |4,582,952 |+/-24,982 |4,557,970 |4,607,934 |15,186
02000US4 |4 |West |B17017 |36 |Householder 45 to 64 years |4,877,142 |+/-25,588 |4,851,554 |4,902,730 |15,555
02000US4 |4 |West |B17017 |37 |Householder 65 years and over |1,949,191 |+/-10,853 |1,938,338 |1,960,044 |6,597
02000US4 |4 |West |B17017 |38 |Other family: |3,243,277 |+/-26,029 |3,217,248 |3,269,306 |15,823
02000US4 |4 |West |B17017 |39 |Male householder, no wife present: |1,123,315 |+/-17,022 |1,106,293 |1,140,337 |10,348
02000US4 |4 |West |B17017 |40 |Householder under 25 years |84,304 |+/-4,607 |79,697 |88,911 |2,801
02000US4 |4 |West |B17017 |41 |Householder 25 to 44 years |566,157 |+/-14,128 |552,029 |580,285 |8,589
02000US4 |4 |West |B17017 |42 |Householder 45 to 64 years |382,302 |+/-8,681 |373,621 |390,983 |5,277
02000US4 |4 |West |B17017 |43 |Householder 65 years and over |90,552 |+/-4,207 |86,345 |94,759 |2,557
02000US4 |4 |West |B17017 |44 |Female householder, no husband present: |2,119,962 |+/-20,480 |2,099,482 |2,140,442 |12,450
02000US4 |4 |West |B17017 |45 |Householder under 25 years |90,022 |+/-5,362 |84,660 |95,384 |3,260
02000US4 |4 |West |B17017 |46 |Householder 25 to 44 years |914,358 |+/-15,487 |898,871 |929,845 |9,415
02000US4 |4 |West |B17017 |47 |Householder 45 to 64 years |805,203 |+/-12,946 |792,257 |818,149 |7,870
02000US4 |4 |West |B17017 |48 |Householder 65 years and over |310,379 |+/-7,927 |302,452 |318,306 |4,819
02000US4 |4 |West |B17017 |49 |Nonfamily households: |6,677,838 |+/-35,773 |6,642,065 |6,713,611 |21,747
02000US4 |4 |West |B17017 |50 |Male householder: |3,305,536 |+/-23,747 |3,281,789 |3,329,283 |14,436
02000US4 |4 |West |B17017 |51 |Householder under 25 years |237,634 |+/-7,531 |230,103 |245,165 |4,578
02000US4 |4 |West |B17017 |52 |Householder 25 to 44 years |1,350,289 |+/-17,728 |1,332,561 |1,368,017 |10,777
02000US4 |4 |West |B17017 |53 |Householder 45 to 64 years |1,161,980 |+/-15,671 |1,146,309 |1,177,651 |9,526
02000US4 |4 |West |B17017 |54 |Householder 65 years and over |555,633 |+/-8,478 |547,155 |564,111 |5,154
02000US4 |4 |West |B17017 |55 |Female householder: |3,372,302 |+/-25,517 |3,346,785 |3,397,819 |15,512
02000US4 |4 |West |B17017 |56 |Householder under 25 years |176,141 |+/-6,485 |169,656 |182,626 |3,942
02000US4 |4 |West |B17017 |57 |Householder 25 to 44 years |815,178 |+/-15,386 |799,792 |830,564 |9,353
02000US4 |4 |West |B17017 |58 |Householder 45 to 64 years |1,153,968 |+/-15,421 |1,138,547 |1,169,389 |9,374
02000US4 |4 |West |B17017 |59 |Householder 65 years and over |1,227,015 |+/-12,621 |1,214,394 |1,239,636 |7,672
02000US4 |4 |West |B17018 |1 |Total: |16,421,961 |+/-45,727 |16,376,234 |16,467,688 |27,798
02000US4 |4 |West |B17018 |2 |Income in the past 12 months below poverty level: |1,530,654 |+/-23,417 |1,507,237 |1,554,071 |14,235
02000US4 |4 |West |B17018 |3 |Married-couple family: |651,263 |+/-13,796 |637,467 |665,059 |8,387
02000US4 |4 |West |B17018 |4 |Less than high school graduate |270,824 |+/-10,032 |260,792 |280,856 |6,098
02000US4 |4 |West |B17018 |5 |High school graduate (includes equivalency) |170,280 |+/-7,590 |162,690 |177,870 |4,614
02000US4 |4 |West |B17018 |6 |Some college, associate's degree |134,394 |+/-6,342 |128,052 |140,736 |3,855
02000US4 |4 |West |B17018 |7 |Bachelor's degree or higher |75,765 |+/-4,667 |71,098 |80,432 |2,837
02000US4 |4 |West |B17018 |8 |Other families: |879,391 |+/-17,811 |861,580 |897,202 |10,827
02000US4 |4 |West |B17018 |9 |Male householder, no wife present: |154,795 |+/-8,096 |146,699 |162,891 |4,922
02000US4 |4 |West |B17018 |10 |Less than high school graduate |61,563 |+/-4,868 |56,695 |66,431 |2,959
02000US4 |4 |West |B17018 |11 |High school graduate (includes equivalency) |45,898 |+/-4,024 |41,874 |49,922 |2,446
02000US4 |4 |West |B17018 |12 |Some college, associate's degree |36,313 |+/-3,407 |32,906 |39,720 |2,071
02000US4 |4 |West |B17018 |13 |Bachelor's degree or higher |11,021 |+/-1,564 |9,457 |12,585 |951
02000US4 |4 |West |B17018 |14 |Female householder, no husband present: |724,596 |+/-15,808 |708,788 |740,404 |9,610
02000US4 |4 |West |B17018 |15 |Less than high school graduate |246,469 |+/-9,280 |237,189 |255,749 |5,641
02000US4 |4 |West |B17018 |16 |High school graduate (includes equivalency) |214,872 |+/-7,772 |207,100 |222,644 |4,725
02000US4 |4 |West |B17018 |17 |Some college, associate's degree |214,323 |+/-7,876 |206,447 |222,199 |4,788
02000US4 |4 |West |B17018 |18 |Bachelor's degree or higher |48,932 |+/-3,463 |45,469 |52,395 |2,105
